city,year,cable,fiber,mobile broadband dedicated,number of broadband subscriptions - total,number of cable tv subscriptions,number of fixed broadband subscriptions - total,number of fixed telephony access lines,number of mobile broadband subscriptions - total,number of mobile telephony subscriptions  3g+4.5g,number of mobile telephony subscriptions - 2g,number of mobile telephony subscriptions - 3g,number of mobile telephony subscriptions - total,number of payhones,other,population,santral capacity for fixed telephony,standard mobile broadband,the length of fiber-km,xdsl
SİİRT,2009,0,0,0,0,0,0,19010,0,0,0,0,177285,424,0,303622,35560,0,0,0
SİİRT,2010,0,0,0,0,0,0,17921,0,0,139209,90160,229369,444,0,300695,36328,0,0,0
SİİRT,2011,0,0,3586,62069,0,8283,16279,53786,143155,103421,0,246576,434,8,310468,43659,50200,0,8275
SİİRT,2012,0,511,3984,71673,0,8616,15286,63057,175845,79743,0,255588,442,10,310879,41272,59073,1239,8095
SİİRT,2013,0,1287,3794,81979,0,9592,15343,72387,146897,47311,0,194208,432,159,314153,46325,68593,1338,8146
SİİRT,2014,0,1706,1974,111705,0,9864,14556,101841,173985,26313,0,200298,392,155,318366,43221,99867,1250,8003
SİİRT,2015,0,1977,2978,135901,0,10395,13896,125506,189367,14832,0,204199,400,13,320351,43462,122528,1258,8405
SİİRT,2016,0,2752,2445,181684,0,12442,13940,169242,200869,6702,0,207571,303,14,322664,39448,166797,1382,9676
SİİRT,2017,0,3962,1810,196712,0,15271,15801,181441,204943,3985,0,208928,312,15,324394,22904,179631,1475,11294
SİİRT,2018,0,5289,1542,208209,0,18696,18021,189513,210814,1170,0,211984,277,17,331670,22453,187971,1586,13390
SİİRT,2019,0,6303,1862,215781,0,20831,19685,194950,213812,669,0,214481,211,10,330280,22181,193088,1706,14518
SİİRT,2020,0,8912,1007,233735,0,28326,25368,205409,217617,557,0,218174,175,14,331070,23493,204402,1815,19400
SİİRT,2021,0,10379,787,244474,0,31523,26640,212951,222304,613,0,222917,68,33,331980,29936,212164,1981,21111
TEKİRDAĞ,2007,0,0,0,0,16525,0,219782,0,0,0,0,638095,1052,0,728396,259536,0,0,0
TEKİRDAĞ,2008,0,0,0,0,16286,0,218769,0,0,0,0,683840,1093,0,770772,261287,0,0,0
TEKİRDAĞ,2009,0,0,0,0,16401,0,209382,0,0,0,0,669211,1134,0,783310,277236,0,0,0
TEKİRDAĞ,2010,0,0,0,0,17816,0,208417,0,0,467817,198363,666180,1189,0,798109,291902,0,0,0
TEKİRDAĞ,2011,7156,0,12719,265482,17811,103919,202442,161563,324546,377718,0,702264,1228,1277,829873,306757,148844,0,95486
TEKİRDAĞ,2012,8114,2435,15692,329185,17900,107421,189933,221764,441452,292710,0,734162,1257,1506,852321,275307,206072,2762,95366
TEKİRDAĞ,2013,8241,12728,15550,382825,16992,114659,180528,268166,516808,234374,0,751182,1177,911,874475,320181,252616,2792,92779
TEKİRDAĞ,2014,9478,12865,11803,473282,17175,122235,168021,351047,596338,168945,0,765283,1070,715,906732,329206,339244,3310,99177
TEKİRDAĞ,2015,10353,13036,13214,550610,16918,129950,153469,420660,556340,222301,0,778641,1084,284,937910,298656,407446,3465,106277
TEKİRDAĞ,2016,11767,14250,10459,714757,17473,141781,158895,572976,740328,59984,0,800312,1092,270,972875,256802,562517,3950,115494
TEKİRDAĞ,2017,13307,25412,6453,800345,18051,163429,172163,636916,785967,41213,0,827180,990,1491,1005463,275456,630463,4511,123219
TEKİRDAĞ,2018,14929,38109,4845,876340,18856,184445,160133,691895,835720,24767,0,860487,867,877,1029927,245314,687050,5038,130530
TEKİRDAĞ,2019,16512,55397,5179,917360,19358,207049,166305,710311,856757,18961,0,875718,646,6452,1055412,218885,705132,5470,128688
TEKİRDAĞ,2020,18832,78900,3673,1011571,20438,251234,180889,760337,885387,18295,0,903682,287,8854,1081065,242899,756664,5926,144648
TEKİRDAĞ,2021,19435,93752,3195,1085213,20513,267092,158756,818121,918160,19119,0,937279,253,1341,1113400,238552,814926,6481,152564
TOKAT,2007,0,0,0,0,0,0,130134,0,0,0,0,393198,606,0,620722,164335,0,0,0
TOKAT,2008,0,0,0,0,0,0,122984,0,0,0,0,431429,604,0,617158,161491,0,0,0
TOKAT,2009,0,0,0,0,0,0,113448,0,0,0,0,412295,636,0,624439,165610,0,0,0
TOKAT,2010,0,0,0,0,0,0,108858,0,0,270533,128948,399481,654,0,617802,165611,0,0,0
TOKAT,2011,0,0,6985,140645,0,37806,99579,102839,215871,203369,0,419240,658,16,608299,178467,95854,0,37790
TOKAT,2012,0,1413,8249,163935,0,36883,89024,127052,267390,164365,0,431755,627,20,613990,187579,118803,1763,35450
TOKAT,2013,0,2650,8586,192754,0,38981,81051,153773,308204,132946,0,441150,618,37,598708,169639,145187,1824,36294
TOKAT,2014,0,2819,6412,243576,0,40193,74593,203383,363439,86495,0,449934,595,41,597920,145826,196971,1955,37333
TOKAT,2015,0,2434,6741,287287,0,41681,67130,245606,337067,112661,0,449728,601,21,593990,115273,238865,2193,39226
TOKAT,2016,0,2635,5381,374565,0,46098,64827,328467,431743,24116,0,455859,599,30,602662,118766,323086,2261,43433
TOKAT,2017,0,3447,3705,407008,0,52482,61461,354526,443413,13738,0,457151,500,352,602086,108702,350821,2495,48683
TOKAT,2018,0,4663,3071,434400,0,60079,65388,374321,456804,5123,0,461927,465,779,612646,90127,371250,2634,54637
TOKAT,2019,0,5940,3420,452875,0,65397,66347,387478,461967,2794,0,464761,410,2725,612747,84854,384058,3096,56732
TOKAT,2020,0,9357,2231,485599,0,79019,73333,406580,468231,2424,0,470655,410,2195,597861,99024,404349,3309,67467
TOKAT,2021,0,11754,2146,518877,0,90589,73525,428288,481893,2913,0,484806,335,3065,602567,99592,426142,3614,75770
TOPLAM,2007,41109,0,0,4609085,1140534,4609085,18201006,0,0,61975807,0,61975807,87217,27639,70586256,21772391,0,106680,4545795
TOPLAM,2008,67408,0,0,5986101,1130294,5986101,17502205,0,0,65287049,0,65287049,87559,24171,71517100,22921096,0,116875,5894522
TOPLAM,2009,146622,0,0,8849779,1142812,6386294,16534356,2463485,0,62779556,0,62779556,89479,23644,72561312,22074418,0,128150,6216028
TOPLAM,2010,273908,154059,0,14332899,1230275,7113612,16201466,7219287,0,42356553,19413082,61769635,87452,44734,73722988,22637734,0,130000,6640911
TOPLAM,2011,460451,267144,1421425,22299794,1260885,7591367,15210846,14708427,31375507,33946238,0,65321745,88527,72313,74724269,23425805,13287002,185222,6791459
TOPLAM,2012,500658,645092,1674533,27589309,1251097,7868968,13859672,19720341,41798432,25882115,0,67680547,89970,79919,75627384,23209666,18045808,210287,6643299
TOPLAM,2013,486497,1193704,1701014,32566534,1181907,8393391,13551705,24173143,49266163,20394945,0,69661108,87227,68647,76667864,25038005,22472129,227412,6644543
TOPLAM,2014,558456,1457397,1354746,41227022,1176126,8866361,12528865,32360661,58329494,13558922,0,71888416,83209,51408,77695904,24492204,31005915,244847,6799100
TOPLAM,2015,629064,1672628,1597606,48572148,1160985,9504594,11493056,39067554,64256311,9382950,0,73639261,81249,45702,78741053,23273061,37469948,268119,7157200
TOPLAM,2016,736916,1926080,1237749,62236606,1187934,10499692,11077559,51736914,70580552,4481147,0,75061699,75714,72492,79814871,21408987,50499165,290974,7764204
TOPLAM,2017,826734,2336687,828369,68869578,1214524,11924905,11308444,56944673,74807998,3095349,0,77903347,66894,105303,80810525,20545118,56116304,324666,8656181
TOPLAM,2018,932121,2800557,655999,74500089,1248240,13407226,11633461,61092863,77990324,2127675,0,80117999,63693,182914,82003882,18441347,60436864,355027,9491634
TOPLAM,2019,1084446,3213298,723354,76639695,1278945,14231978,11532903,62407717,78981408,1809469,0,80790877,55056,271986,83154997,16228650,61684363,390816,9662248
TOPLAM,2020,1298340,4005880,490313,82364590,1383369,16734853,12448604,65629737,80190459,1937645,0,82128104,49861,394320,83614362,15397373,65139424,424915,11036313
TOPLAM,2021,1373647,4840908,447196,88164739,1414671,18135736,12310016,70029003,84290440,1998394,0,86288834,45445,535064,84680273,16909937,69581807,471019,11386117
TRABZON,2007,0,0,0,0,0,0,217447,0,0,0,0,649446,719,0,740569,264674,0,0,0
TRABZON,2008,0,0,0,0,0,0,206873,0,0,0,0,665373,721,0,748982,263879,0,0,0
TRABZON,2009,0,0,0,0,0,0,195975,0,0,0,0,636404,749,0,765127,250781,0,0,0
TRABZON,2010,0,0,0,0,0,0,192926,0,0,416104,203560,619664,743,0,763714,249527,0,0,0
TRABZON,2011,0,0,12803,232743,0,70362,182451,162381,323293,317241,0,640534,770,542,757353,253941,149578,0,69265
TRABZON,2012,0,6705,15819,280599,0,73290,166309,207309,433983,234241,0,668224,782,640,757898,247755,191490,2337,65507
TRABZON,2013,0,15619,14852,319754,0,77834,152956,241920,493277,183812,0,677089,760,80,758237,332224,227068,2609,62135
TRABZON,2014,0,20368,10747,391476,0,84180,140004,307296,562394,124283,0,686677,682,90,766782,340013,296549,2891,63722
TRABZON,2015,0,23842,11836,449247,0,89661,128566,359586,542339,146421,0,688760,687,92,768417,258688,347750,2942,65727
TRABZON,2016,0,28483,9245,585800,0,98795,120168,487005,684080,35649,0,719729,602,105,779379,251665,477760,3194,70207
TRABZON,2017,0,36468,5489,644806,0,112960,113191,531846,725140,19396,0,744536,430,110,786326,235369,526357,3581,76382
TRABZON,2018,0,44111,3847,684355,0,127111,115916,557244,738732,9365,0,748097,457,176,807903,233080,553397,3806,82824
TRABZON,2019,0,49599,4312,706601,0,131541,112452,575060,758920,6330,0,765250,404,189,808974,209648,570748,4022,81753
TRABZON,2020,0,59240,2967,759488,0,156280,119698,603208,722313,5994,0,728307,345,654,811901,229369,600241,4316,96386
TRABZON,2021,0,65656,2679,806685,0,166317,120927,640368,768837,5888,0,774725,316,748,816684,220992,637689,4692,99913
TUNCELİ ,2007,0,0,0,0,0,0,20804,0,0,0,0,60048,360,0,84022,28499,0,0,0
TUNCELİ ,2008,0,0,0,0,0,0,21019,0,0,0,0,62798,381,0,86449,34615,0,0,0
TUNCELİ ,2009,0,0,0,0,0,0,20616,0,0,0,0,59184,398,0,83061,26930,0,0,0
TUNCELİ ,2010,0,0,0,0,0,0,20835,0,0,37743,17433,55176,397,0,76699,26978,0,0,0
TUNCELİ ,2011,0,0,1464,20885,0,6378,20146,14507,29355,29278,0,58633,401,5,85062,27858,13043,0,6373
TUNCELİ ,2012,0,13,1787,25312,0,5974,19347,19338,39920,19429,0,59349,425,6,86276,29905,17551,846,5955
TUNCELİ ,2013,0,19,1885,29756,0,6554,17873,23202,45756,14430,0,60186,418,10,85428,42513,21317,870,6525
TUNCELİ ,2014,0,34,1322,36781,0,6788,16287,29993,51407,9576,0,60983,405,12,86527,29600,28671,823,6742
TUNCELİ ,2015,0,32,1369,40478,0,6867,14829,33611,50076,10741,0,60817,408,9,86076,30356,32242,849,6826
TUNCELİ ,2016,0,39,1025,50447,0,7117,13342,43330,57826,2691,0,60517,416,10,82193,28637,42305,925,7068
TUNCELİ ,2017,0,270,643,54647,0,8150,12720,46497,60636,1414,0,62050,392,11,82498,30429,45854,1010,7869
TUNCELİ ,2018,0,862,436,58317,0,9406,12278,48911,62279,782,0,63061,349,12,88198,30319,48475,1190,8532
TUNCELİ ,2019,0,1159,442,60166,0,9841,12505,50325,62787,473,0,63260,273,8,84660,31359,49883,1357,8674
TUNCELİ ,2020,0,1739,334,65939,0,12632,13224,53307,62374,376,0,62750,164,6,83443,31927,52973,1446,10887
TUNCELİ ,2021,0,2150,295,69179,0,13531,12533,55648,65330,277,0,65607,84,7,83645,29008,55353,1434,11374
UŞAK,2007,0,0,0,0,0,0,86220,0,0,0,0,277140,317,0,334115,116105,0,0,0
UŞAK,2008,0,0,0,0,0,0,79827,0,0,0,0,294817,318,0,334111,119410,0,0,0
UŞAK,2009,0,0,0,0,0,0,75940,0,0,0,0,285038,307,0,335860,113499,0,0,0
UŞAK,2010,0,0,0,0,0,0,73548,0,0,204499,71373,275872,309,0,338019,113116,0,0,0
UŞAK,2011,0,0,5370,79141,0,25570,68170,53571,121061,168727,0,289788,312,18,339731,114303,48201,0,25552
UŞAK,2012,0,2003,6455,99259,0,27486,60282,71773,155969,141755,0,297724,377,22,342269,109807,65318,1369,25461
UŞAK,2013,0,2678,6114,118277,0,29086,54807,89191,186676,118622,0,305298,385,30,346508,111879,83077,1412,26378
UŞAK,2014,0,2711,4523,156593,0,30702,51367,125891,238675,73344,0,312019,386,33,349459,112247,121368,1440,27958
UŞAK,2015,0,2632,4830,186444,0,32820,46837,153624,246576,65340,0,311916,382,34,353048,111750,148794,1456,30154
UŞAK,2016,0,2675,4153,249824,0,37577,44889,212247,298340,22262,0,320602,371,40,358736,101104,208094,1597,34862
UŞAK,2017,0,3468,2820,278498,0,44406,46052,234092,305552,13427,0,318979,356,37,364971,112529,231272,1799,40901
UŞAK,2018,0,5357,2207,304496,0,56589,49271,247907,317600,5536,0,323136,341,5547,367514,73992,245700,1961,45685
UŞAK,2019,0,7122,2602,319211,0,59234,50645,259977,322825,2853,0,325678,306,5415,370509,57672,257375,2149,46697
UŞAK,2020,0,10024,1511,342919,0,69487,52521,273432,320883,3263,0,324146,296,8417,369433,74456,271921,2400,51046
UŞAK,2021,0,14472,1408,362336,0,73685,51690,288651,332943,2153,0,335096,275,6888,373183,73808,287243,2613,52325
VAN,2007,0,0,0,0,0,0,88893,0,0,0,0,538138,523,0,979671,149807,0,0,0
VAN,2008,0,0,0,0,0,0,79168,0,0,0,0,601290,560,0,1004369,118339,0,0,0
VAN,2009,0,0,0,0,0,0,66673,0,0,0,0,562489,618,0,1022310,135887,0,0,0
VAN,2010,0,0,0,0,0,0,62409,0,0,318425,226695,545120,635,0,1035418,131858,0,0,0
VAN,2011,0,0,10565,177998,0,30674,53176,147324,345434,252065,0,597499,667,18,1022532,145537,136759,0,30656
VAN,2012,0,229,17374,204253,0,22639,38043,181614,409216,201839,0,611055,686,22,1051975,146557,164240,2306,22388
VAN,2013,0,2908,19488,247634,0,25089,32452,222545,464479,162857,0,627336,625,264,1070113,131984,203057,2705,21917
VAN,2014,0,4613,17449,333410,0,28109,28580,305301,556581,95719,0,652300,623,265,1085542,74502,287852,2792,23231
VAN,2015,0,5740,20078,410369,0,30930,26070,379439,538850,124823,0,663673,557,32,1096397,78337,359361,3215,25158
VAN,2016,0,6958,22622,573957,0,34985,27396,538972,670461,20276,0,690737,620,40,1100190,68766,516350,3407,27987
VAN,2017,0,8940,22422,626129,0,41203,28742,584926,677353,22831,0,700184,585,218,1106891,66362,562504,3760,32045
VAN,2018,0,13260,21544,666374,0,48548,36627,617826,699484,15793,0,715277,543,582,1123784,65581,596282,4063,34706
VAN,2019,0,17019,21276,683901,0,53319,41684,630582,706924,14404,0,721328,436,1772,1136757,61588,609306,4497,34528
VAN,2020,0,26150,15555,748862,0,73645,55827,675217,735724,14254,0,749978,428,3028,1149342,63652,659662,5024,44467
VAN,2021,0,32050,11643,796384,0,82350,60729,714034,775158,13302,0,788460,383,3893,1141015,69936,702391,5415,46407
YALOVA,2007,0,0,0,0,5670,0,64490,0,0,0,0,174868,332,0,181758,83727,0,0,0
YALOVA,2008,0,0,0,0,5828,0,65104,0,0,0,0,187421,331,0,197412,72864,0,0,0
YALOVA,2009,0,0,0,0,6109,0,60312,0,0,0,0,175816,348,0,202531,82111,0,0,0
YALOVA,2010,0,0,0,0,6834,0,59889,0,0,102532,71192,173724,349,0,203741,98900,0,0,0
YALOVA,2011,3004,0,3535,73130,6803,27631,57731,45499,100659,81208,0,181867,380,13,206535,100671,41964,0,24614
YALOVA,2012,3156,1184,4129,89174,6765,30132,54787,59042,130256,56472,0,186728,403,16,211799,95433,54913,731,25776
YALOVA,2013,3104,2559,4176,103537,6353,32977,54713,70560,147708,42917,0,190625,411,26,220122,106101,66384,767,27288
YALOVA,2014,3563,2344,3420,127807,6410,35986,52523,91821,168263,30177,0,198440,412,34,226514,121082,88401,827,30045
YALOVA,2015,3795,2102,4235,147570,6227,39115,50630,108455,159850,43608,0,203458,395,42,233009,90502,104220,893,33176
YALOVA,2016,4235,2135,3499,188032,6279,43043,49344,144989,201525,8894,0,210419,363,43,241665,93242,141490,972,36630
YALOVA,2017,4743,2619,2384,208393,6473,48305,48654,160088,216480,4688,0,221168,191,44,251203,93498,157704,1197,40899
YALOVA,2018,5573,4155,1884,227569,6901,54638,50068,172931,226988,2826,0,229814,132,356,262234,81745,171047,1360,44554
YALOVA,2019,6092,5818,2016,238769,7023,57788,48767,180981,229119,1640,0,230759,87,206,270976,77336,178965,1530,45672
YALOVA,2020,6727,8915,1345,261306,7309,67665,51371,193641,231292,1393,0,232685,45,338,276050,78419,192296,1704,51685
YALOVA,2021,7575,11830,1265,287334,7959,74602,50212,212732,249656,1797,0,251453,27,1060,291001,78203,211467,1901,54137
YOZGAT,2007,0,0,0,0,0,0,91497,0,0,0,0,321803,406,0,492127,124991,0,0,0
YOZGAT,2008,0,0,0,0,0,0,85127,0,0,0,0,341611,405,0,484206,115819,0,0,0
YOZGAT,2009,0,0,0,0,0,0,79231,0,0,0,0,326388,413,0,487365,118971,0,0,0
YOZGAT,2010,0,0,0,0,0,0,78379,0,0,199251,116750,316001,405,0,476096,119838,0,0,0
YOZGAT,2011,0,0,4491,103972,0,23691,73429,80281,177639,157099,0,334738,410,19,465696,119425,75790,0,23672
YOZGAT,2012,0,1036,5366,119020,0,23646,65672,95374,207497,131731,0,339228,417,23,453211,113237,90008,1777,22587
YOZGAT,2013,0,1904,5899,138946,0,24424,57976,114522,232285,107925,0,340210,398,49,444211,108688,108623,1857,22471
YOZGAT,2014,0,2076,3992,178399,0,24566,52746,153833,277051,65217,0,342268,354,56,432560,100657,149841,1855,22434
YOZGAT,2015,0,2261,4121,212665,0,25467,47564,187198,260036,82966,0,343002,339,30,419440,88953,183077,1880,23176
YOZGAT,2016,0,3039,3306,285140,0,28404,45051,256736,329766,17601,0,347367,281,28,421041,90865,253430,1995,25337
YOZGAT,2017,0,4328,2195,310057,0,32888,43773,277169,338159,10651,0,348810,302,21,418650,96080,274974,2307,28539
YOZGAT,2018,0,6860,1827,327354,0,39329,47989,288025,345606,3166,0,348772,306,24,424981,72072,286198,2510,32445
YOZGAT,2019,0,8784,2222,336345,0,43403,49352,292942,346034,1589,0,347623,274,140,421200,66400,290720,2657,34479
YOZGAT,2020,0,12161,1227,366323,0,57546,57866,308777,349659,1337,0,350996,263,32,419095,72320,307550,3119,45353
YOZGAT,2021,0,14125,1125,386287,0,62588,59191,323699,369424,1302,0,370726,385,25,418500,72200,322574,3653,48438
ZONGULDAK,2007,0,0,0,0,11480,0,173747,0,0,0,0,515250,609,0,615890,191792,0,0,0
ZONGULDAK,2008,0,0,0,0,11275,0,167360,0,0,0,0,545204,609,0,619151,190255,0,0,0
ZONGULDAK,2009,0,0,0,0,11956,0,158903,0,0,0,0,522007,630,0,619812,211231,0,0,0
ZONGULDAK,2010,0,0,0,0,13272,0,159549,0,0,354322,147584,501906,633,0,619703,219618,0,0,0
ZONGULDAK,2011,6836,0,7346,187459,14471,68215,153523,119244,238831,280089,0,518920,649,24,612406,215163,111898,0,61355
ZONGULDAK,2012,7753,2219,8894,218241,15023,67564,145127,150677,310614,219765,0,530379,664,29,606527,214906,141783,1359,57563
ZONGULDAK,2013,8092,4211,8988,250132,14830,69978,132892,180154,364113,172077,0,536190,685,27,601567,212805,171166,1413,57648
ZONGULDAK,2014,9573,4399,6341,310316,15537,72655,122337,237661,426165,114873,0,541038,572,38,598796,231140,231320,1431,58645
ZONGULDAK,2015,10510,4354,6699,358347,15612,75227,111610,283120,401613,135631,0,537244,617,35,595907,201451,276421,1534,60328
ZONGULDAK,2016,11870,4437,4927,463582,16279,81384,108195,382198,506958,33239,0,540197,564,38,597524,189680,377271,1655,65039
ZONGULDAK,2017,13136,5123,3175,503116,17050,90657,107333,412459,525145,18885,0,544030,387,40,596892,196800,409284,1746,72358
ZONGULDAK,2018,14731,5887,2543,532869,18157,101642,107945,431227,535295,7243,0,542538,352,56,599698,176722,428684,1868,80968
ZONGULDAK,2019,15942,6946,3222,547371,18798,105853,103786,441518,538165,3563,0,541728,301,84,596053,148039,438296,2182,82881
ZONGULDAK,2020,17390,8807,1785,574713,19466,117415,111913,457298,531099,3007,0,534106,293,54,591204,160296,455513,2314,91164
ZONGULDAK,2021,19134,10901,1670,607889,20806,129407,107600,478482,551699,2891,0,554590,265,66,589684,156512,476812,2570,99306
ÇANAKKALE,2007,0,0,0,0,0,0,158181,0,0,0,0,376054,1257,0,476128,178921,0,0,0
ÇANAKKALE,2008,0,0,0,0,0,0,155752,0,0,0,0,401386,1331,0,474791,193338,0,0,0
ÇANAKKALE,2009,0,0,0,0,0,0,148135,0,0,0,0,391371,1377,0,477735,197511,0,0,0
ÇANAKKALE,2010,0,0,0,0,0,0,147079,0,0,269179,118080,387259,1312,0,490397,203719,0,0,0
ÇANAKKALE,2011,0,0,8146,145317,0,60855,140948,84462,183177,225255,0,408432,1309,27,486445,236907,76316,0,60828
ÇANAKKALE,2012,0,2234,9588,176843,0,62369,131164,114474,222322,195152,0,417474,1349,32,493691,205366,104886,2890,60103
ÇANAKKALE,2013,0,3808,9019,208665,0,68068,123776,140597,258262,166563,0,424825,1367,34,502328,209990,131578,3200,64226
ÇANAKKALE,2014,0,4224,6635,260340,0,72296,117475,188044,322046,116280,0,438326,1233,52,511790,215777,181409,3333,68020
ÇANAKKALE,2015,0,4349,6487,307042,0,76460,110583,230582,313999,127486,0,441485,1124,42,513341,217436,224095,3778,72069
ÇANAKKALE,2016,0,4624,5149,408272,0,83057,104196,325215,411433,39084,0,450517,1038,51,519793,203577,320066,3915,78382
ÇANAKKALE,2017,0,5373,3430,458283,0,93912,102762,364371,433545,25690,0,459235,585,65,530417,185399,360941,4198,88474
ÇANAKKALE,2018,0,6756,2608,494493,0,105265,103939,389228,459623,7169,0,466792,395,1086,540662,146217,386620,4393,97423
ÇANAKKALE,2019,0,8854,2749,513959,0,110833,102645,403126,468598,4022,0,472620,259,1966,542157,146753,400377,4710,100013
ÇANAKKALE,2020,0,12940,2127,550442,0,127589,105923,422853,473173,3458,0,476631,256,1038,541548,165064,420726,4998,113611
ÇANAKKALE,2021,0,17863,2149,589752,0,138338,104188,451414,490029,3676,0,493705,248,1656,557276,156680,449265,5499,118819
ÇANKIRI,2007,0,0,0,0,0,0,47985,0,0,0,0,118390,315,0,174012,56333,0,0,0
ÇANKIRI,2008,0,0,0,0,0,0,44868,0,0,0,0,131189,315,0,176093,53465,0,0,0
ÇANKIRI,2009,0,0,0,0,0,0,41602,0,0,0,0,127979,314,0,185019,53958,0,0,0
ÇANKIRI,2010,0,0,0,0,0,0,40444,0,0,89727,33272,122999,330,0,179067,77833,0,0,0
ÇANKIRI,2011,0,0,2429,39644,0,12785,37486,26859,57023,72958,0,129981,364,9,177211,82873,24430,0,12776
ÇANKIRI,2012,0,383,3100,48833,0,12590,33844,36243,74693,60183,0,134876,367,11,184406,72427,33143,1127,12196
ÇANKIRI,2013,0,691,3225,58691,0,13275,30417,45416,87205,48950,0,136155,340,19,190909,74915,42191,1157,12565
ÇANKIRI,2014,0,1055,2117,76573,0,14366,27081,62207,108109,30664,0,138773,311,28,183550,54108,60090,1226,13283
ÇANKIRI,2015,0,1357,1915,90810,0,15577,23968,75233,104500,35963,0,140463,285,22,180945,54663,73318,1349,14198
ÇANKIRI,2016,0,1599,1473,118767,0,17201,22351,101566,133636,8539,0,142175,264,21,183880,51603,100093,1443,15581
ÇANKIRI,2017,0,2106,953,127764,0,19504,21887,108260,135490,5083,0,140573,224,21,186074,51112,107307,1566,17377
ÇANKIRI,2018,0,3006,748,136451,0,22338,22083,114113,140201,1661,0,141862,186,21,216362,48448,113365,1629,19311
ÇANKIRI,2019,0,3489,789,141781,0,23557,22410,118224,143658,799,0,144457,150,23,195789,35048,117435,1802,20045
ÇANKIRI,2020,0,4431,1123,167456,0,29132,24810,138324,172205,954,0,173159,129,1071,192428,41184,137201,1861,23630
ÇANKIRI,2021,0,4831,886,192102,0,31931,25048,160171,197656,669,0,198325,120,2381,196515,34920,159285,1992,24719
ÇORUM,2007,0,0,0,0,0,0,131495,0,0,0,0,395886,460,0,549828,154977,0,0,0
ÇORUM,2008,0,0,0,0,0,0,122248,0,0,0,0,420795,457,0,545444,156527,0,0,0
ÇORUM,2009,0,0,0,0,0,0,114206,0,0,0,0,411463,471,0,540704,161959,0,0,0
ÇORUM,2010,0,0,0,0,0,0,109783,0,0,288770,114674,403444,488,0,535405,145912,0,0,0
ÇORUM,2011,0,0,6538,123952,0,33991,98507,89961,189558,234524,0,424082,468,19,534578,157545,83423,0,33972
ÇORUM,2012,0,821,7834,149618,0,35111,84759,114507,240685,193170,0,433855,491,23,529975,120269,106673,2099,34267
ÇORUM,2013,0,1482,7879,177020,0,38074,76332,138946,281930,157936,0,439866,492,42,532080,127444,131067,2126,36550
ÇORUM,2014,0,1886,5853,231409,0,39001,69510,192408,346897,99491,0,446388,482,54,527220,103920,186555,2188,37061
ÇORUM,2015,0,2291,6098,270743,0,40527,62537,230216,346403,97751,0,444154,480,41,525180,97856,224118,2384,38195
ÇORUM,2016,0,3041,4657,356446,0,45725,59936,310721,422084,28859,0,450943,484,153,527863,92260,306064,2479,42531
ÇORUM,2017,0,4269,3122,391356,0,53971,60576,337385,436378,17279,0,453657,467,254,528422,90464,334263,2670,49448
ÇORUM,2018,0,5865,2631,421878,0,64757,64549,357121,449796,6954,0,456750,480,410,536483,83951,354490,2840,58482
ÇORUM,2019,0,7697,3547,438319,0,68825,66171,369494,455396,3394,0,458790,456,3343,530864,77807,365947,3106,57785
ÇORUM,2020,0,11761,1951,471559,0,85271,73327,386288,456812,2951,0,459763,498,4739,530126,91623,384337,3362,68771
ÇORUM,2021,0,14571,1809,495623,0,91820,72302,403803,467224,3436,0,470660,459,6268,526282,97712,401994,3627,70981
İSTANBUL,2007,0,0,0,0,496260,0,4356558,0,0,0,0,15464029,16638,0,12573836,4796120,0,0,0
İSTANBUL,2008,0,0,0,0,498357,0,4305463,0,0,0,0,15624494,16650,0,12697164,5717521,0,0,0
İSTANBUL,2009,0,0,0,0,496195,0,4129446,0,0,0,0,15262076,16868,0,12915158,4881315,0,0,0
İSTANBUL,2010,0,0,0,0,519881,0,4083005,0,0,10155183,5125853,15281036,16059,0,13255685,4973714,0,0,0
İSTANBUL,2011,138338,102432,447009,6097408,506432,2108680,3911694,3988728,8151958,7948624,0,16100582,15969,17607,13624240,5202190,3541719,0,1865726
İSTANBUL,2012,155157,204474,523283,7680598,500867,2250027,3670422,5430571,11173253,5549414,0,16722667,15710,20755,13854740,5026643,4907288,19014,1869641
İSTANBUL,2013,155320,436351,519644,8845534,474477,2387319,3721051,6458215,13130953,4173933,0,17304886,14992,14602,14160467,5701272,5938571,23377,1781046
İSTANBUL,2014,177421,533579,436130,10696065,459903,2517723,3512104,8178339,14871237,3009598,0,17880835,14010,7063,14377018,6540902,7742209,27957,1799660
İSTANBUL,2015,203811,580519,580462,12745618,446690,2711705,3253153,10033913,15206987,4158455,0,19365442,13642,6878,14657434,6081228,9453451,31643,1920497
İSTANBUL,2016,233179,628861,390595,15383746,439703,2974598,3135901,12409148,17826073,1381299,0,19207372,12645,8831,14804116,5862477,12018553,35500,2103727
İSTANBUL,2017,256716,717154,246637,17322496,435976,3314055,3048204,14008441,19695825,1134831,0,20830656,11369,9998,15029231,5664203,13761804,41143,2330187
İSTANBUL,2018,288481,823680,175415,19152732,437704,3637555,3121120,15515177,20954305,984751,0,21939056,10922,14367,15067724,5305634,15339762,47420,2511027
İSTANBUL,2019,338873,923384,200718,19484356,441118,3842640,3022476,15641716,21359202,939422,0,22298624,10156,13882,15519267,4567247,15440998,52762,2567631
